MSE,Chi2pvalue,n,N,seed
0.0008195713848587,0.5804889598112906,30,35,13
0.0002672188093826,0.9239995093578036,30,40,42
0.0005551199930979,0.6124811121730942,30,40,67
0.0003560600475206,0.8097668438892798,30,40,77
0.0004488081548134,0.917204462772498,30,40,69
0.0002682331383734,0.9711332857856236,30,40,13
0.000426397225845,0.706418458140736,30,45,42
0.0006402863203897,0.6583744826410041,30,45,67
0.000615900442016,0.9432829850329914,30,45,77
0.0012376098599154,0.0,30,45,69
0.0006660891483654,0.6112818936781272,30,45,13
0.0004933920227485,0.9786717456960746,30,50,42
0.0003358658082376,0.8657879783901792,30,50,67
0.0002950814933617,0.8339579570684763,30,50,77
0.0005473155468556,0.4517834514186426,30,50,69
0.0005730505362062,0.8832909386808949,30,50,13
0.0001984900913803,0.9508548396488998,30,60,42
0.0005707416276974,0.8350718032068368,30,60,67
0.0004903675936545,0.9247793773374592,30,60,77
0.0002912451219837,0.9842857983175836,30,60,69
0.0004375518372847,0.8099263782855431,30,60,13
0.0002359028590468,0.9495340046268772,30,70,42
0.0001714541089036,0.9910829333146816,30,70,67
0.0004767307121123,0.6684530928000046,30,70,77
0.0003029652511909,0.8126600662137284,30,70,69
0.0004119953703946,0.6666073335473361,30,70,13
0.0001132308908687,0.9831320389706872,30,80,42
0.00029983563343,0.8997324367319938,30,80,67
0.0002862191964384,0.7677299236556686,30,80,77
0.0002505737239467,0.8702340000437231,30,80,69
0.0003547512928232,0.8940624301167387,30,80,13
0.000406256845127,0.6028516330992766,30,90,42
0.0001340448990072,0.9938077753067914,30,90,67
0.0003709262522503,0.6935018708399743,30,90,77
0.0001951293114927,0.9639106838290727,30,90,69
0.0005433268301638,0.6186490112619785,30,90,13
0.0003215804530137,0.8769015868980667,30,100,42
0.0005105784049043,0.708117481534879,30,100,67
0.0005327981221935,0.4461839320853089,30,100,77
0.000251633854143,0.9902372645707024,30,100,69
0.0003795416661624,0.7369036126785429,30,100,13
0.0003516302072907,0.7868276184511395,30,150,42
0.0002166784226678,0.8306779131163518,30,150,67
0.0002923827369515,0.8474618850917987,30,150,77
5.8510024937036445e-05,0.999607319621237,30,150,69
8.446956315142631e-05,0.9922939319818028,30,150,13
8.948338804062436e-05,0.9989787359248188,30,200,42
0.0001708942800383,0.972434608581896,30,200,67
0.0001893863823877,0.8564060605879211,30,200,77
0.0002240410867114,0.932085978091547,30,200,69
0.0002523147142075,0.9291694518898548,30,200,13
7.095010880130786e-05,0.9979469007168928,30,250,42
2.466000512861841e-05,0.9999258654598638,30,250,67
0.0001307142637159,0.9619223317223724,30,250,77
0.0001736239590891,0.9885642768791876,30,250,69
0.0001763818152671,0.9652675749598636,30,250,13
0.0001683189964965,0.979261390276966,30,300,42
6.373911490608411e-05,0.9979143994767952,30,300,67
9.367892797742172e-05,0.9709034654583986,30,300,77
8.149438021050569e-05,0.9968346871242876,30,300,69
0.0001595520858406,0.9941540762679272,30,300,13
7.905567312718955e-05,0.996775358372268,30,350,42
0.0001728214314069,0.9671565981781926,30,350,67
0.0001010252409275,0.9855439007358332,30,350,77
0.0001288905587096,0.9828601037108664,30,350,69
5.329584511694744e-05,0.995910344236958,30,350,13
3.80294527874526e-05,0.9998253553737798,30,400,42
5.359341655997205e-05,0.9996728173620396,30,400,67
5.10242936325921e-05,0.989879489831547,30,400,77
6.373663329226385e-05,0.9995776867099992,30,400,69
7.088305491313538e-05,0.991379341253786,30,400,13
9.786220582733142e-05,0.998207954889336,30,450,42
5.238435543978679e-05,0.9995663801431628,30,450,67
0.000143553722442,0.967875026133203,30,450,77
7.242680396271703e-05,0.9925223673177148,30,450,69
6.48079168206447e-05,0.9968706188875688,30,450,13
6.066010366107434e-05,0.999708515515836,30,500,42
1.951986614411169e-05,0.9999935274539212,30,500,67
6.240992141205694e-05,0.9917587518486664,30,500,77
9.39900454206915e-05,0.9949958497285174,30,500,69
0.0001153033877068,0.9875271670122734,30,500,13
2.869015507869776e-05,0.9998846171503134,30,1000,42
2.2221070737706555e-05,0.9999330974363876,30,1000,67
2.9417161935115687e-05,0.99982146417351,30,1000,77
3.410375860178248e-05,0.9999434992649452,30,1000,69
3.063654634487439e-05,0.9996584708835876,30,1000,13
9.035043867725954e-06,0.9999985132723817,30,1500,42
3.6485864322009465e-05,0.9988960972368164,30,1500,67
2.372459678679941e-05,0.9999742839809532,30,1500,77
2.3198988513738378e-05,0.9999668006902076,30,1500,69
8.895648213200908e-06,0.9999950819223248,30,1500,13
1.016413572270287e-05,0.9999927041335108,30,2000,42
1.018872136638218e-05,0.9999794209492552,30,2000,67
1.727399923122248e-05,0.999990870798895,30,2000,77
1.381350380797982e-05,0.9999943390995836,30,2000,69
1.0859282493080003e-05,0.9999941314103364,30,2000,13
1.7964283041450852e-05,0.9999719836088932,30,2500,42
6.350758242104932e-06,0.999999773221206,30,2500,67
2.7852026889327452e-05,0.9998670944488716,30,2500,77
8.837481505887163e-06,0.9999947197294868,30,2500,69
2.514389311155012e-05,0.9999515262138926,30,2500,13
7.975373701052485e-06,0.9999994352943216,30,3000,42
3.605929661664806e-06,0.9999999565969234,30,3000,67
5.770574734196713e-06,0.9999985164433643,30,3000,77
4.90953349971521e-06,0.9999996410965206,30,3000,69
1.137294553524056e-05,0.9999914109960996,30,3000,13
1.1837498867299345e-05,0.9999966665285008,30,3500,42
6.071825548983114e-06,0.9999992061412076,30,3500,67
1.047631038083494e-05,0.999993236444456,30,3500,77
5.717204442641136e-06,0.9999994805315774,30,3500,69
7.338459904586983e-06,0.9999984585924124,30,3500,13
5.242773594690825e-06,0.9999997670942844,30,4000,42
1.0513830550038474e-05,0.9999946160916332,30,4000,67
1.0907908001042348e-05,0.999995895130028,30,4000,77
6.432383275910176e-06,0.9999988918388262,30,4000,69
8.249105019627182e-06,0.9999970455755526,30,4000,13
5.523547225735853e-06,0.9999930352237072,30,4500,42
4.360835945329311e-06,0.9999998305564992,30,4500,67
8.900652226361249e-06,0.9999931992400029,30,4500,77
5.862722149248913e-06,0.9999995852902512,30,4500,69
8.199203780874915e-06,0.9999963745498992,30,4500,13
3.360703702989704e-06,0.9999999143880888,30,5000,42
4.943334664235995e-06,0.9999989099039932,30,5000,67
8.177584316570194e-06,0.9999972284748156,30,5000,77
2.2875737086467247e-06,0.9999999833457948,30,5000,69
2.450922948388679e-06,0.9999998380188992,30,5000,13
6.607763947694767e-06,0.9999983601137348,30,5500,42
8.103963671041213e-06,0.9999977559099568,30,5500,67
8.154521042208157e-06,0.9999968523545608,30,5500,77
3.024614197212145e-06,0.9999999929427028,30,5500,69
4.260195048217459e-06,0.9999997707699244,30,5500,13
6.802222658532376e-06,0.9999991741342952,30,6000,42
3.3738942936902124e-06,0.9999997181149288,30,6000,67
6.988512028813459e-06,0.999998791507214,30,6000,77
4.610487757435542e-06,0.999999580767338,30,6000,69
2.599872427944765e-06,0.9999999200579456,30,6000,13
1.5806784426961566e-06,0.999999991157716,30,6500,42
2.819624871943482e-06,0.9999999151467812,30,6500,67
5.645696794002295e-06,0.9999985029869896,30,6500,77
4.765044977958818e-06,0.9999994647351842,30,6500,69
2.7177887518615905e-06,0.9999998728702452,30,6500,13
3.907370554714404e-06,0.999999862176988,30,7000,42
4.8764966350232015e-06,0.9999992906899092,30,7000,67
2.007402183458648e-06,0.9999999889200586,30,7000,77
2.77791388082275e-06,0.9999999977384444,30,7000,69
3.6023765575141e-06,0.9999996233683608,30,7000,13
3.112740452830026e-06,0.9999999988095208,30,7500,42
4.062376050494963e-06,0.9999987223711008,30,7500,67
6.158813107888724e-06,0.9999979829288064,30,7500,77
2.1037684243699504e-06,0.99999992535959,30,7500,69
1.9343431964076497e-06,0.9999998863118448,30,7500,13
3.275325175449929e-06,0.999999960664912,30,8000,42
1.5661236620614918e-06,0.9999999814782848,30,8000,67
5.5803575896827706e-06,0.999998998947254,30,8000,77
2.984759509411986e-06,0.9999996655595016,30,8000,69
4.706964828461203e-06,0.9999993891158294,30,8000,13
1.913585934349888e-06,0.9999999767117788,30,8500,42
3.389042344553245e-06,0.999999846586233,30,8500,67
2.413294293720647e-06,0.9999998814927756,30,8500,77
4.997094516042265e-06,0.9999972904548268,30,8500,69
2.873921627180941e-06,0.999999869350082,30,8500,13
1.9434569014754683e-06,0.999999862495276,30,9000,42
4.222849948887434e-06,0.9999996633368236,30,9000,67
1.8633117534134808e-06,0.9999999995693188,30,9000,77
2.9816830759097323e-06,0.9999997972570144,30,9000,69
3.1724454335534165e-06,0.999999675963236,30,9000,13
2.945326011182011e-06,0.9999998446531808,30,9500,42
3.8390618681072254e-06,0.9999986889313156,30,9500,67
3.289809154741315e-06,0.9999997692627316,30,9500,77
5.337760291678659e-06,0.9999990226654384,30,9500,69
3.4808419265469343e-06,0.9999995900055374,30,9500,13
4.44898455081878e-06,0.9999995411417568,30,10000,42
5.701070460978136e-06,0.999999057452384,30,10000,67
3.2705137064090083e-06,0.9999999438984551,30,10000,77
3.194104259506673e-06,0.999999939285795,30,10000,69
2.2622423124750405e-06,0.999999927124097,30,10000,13
0.0042522220854475,0.0,35,5,42
0.0057413208961795,0.0,35,5,67
0.0089697007417432,0.0,35,5,77
0.0082592507668454,0.0,35,5,69
0.0035784437041553,0.0,35,5,13
0.0021990336708098,0.0,35,10,42
0.0007617273610287,0.0,35,10,67
0.0017187818828961,0.0,35,10,77
0.0010722761850845,0.1041861890106249,35,10,69
0.0030973810557844,0.0,35,10,13
0.0016508009065511,0.2645453947890486,35,15,42
0.0026726801511603,0.0,35,15,67
0.0010643686451488,0.50498662226515,35,15,77
0.001711744358512,0.0,35,15,69
0.0010943711838795,0.2141542830977388,35,15,13
0.0008006627796902,0.0,35,20,42
0.0006334004461834,0.4484818347082407,35,20,67
0.0011738871720566,0.2664934287729283,35,20,77
0.0012138548007658,0.251614625652479,35,20,69
0.0009566429117829,0.4444285093760409,35,20,13
0.0005784581925973,0.7439853685744555,35,25,42
0.000313009355331,0.860635089596595,35,25,67
0.001352128802817,0.0440852288415444,35,25,77
0.0016967765704185,0.0,35,25,69
0.0010588746889948,0.2496178688147163,35,25,13
0.0005747242760526,0.3672319767906746,35,30,42
0.0003698247591076,0.7997031099690675,35,30,67
0.0011440551502032,0.0426175835443869,35,30,77
0.0008717088947575,0.0382022358890951,35,30,69
0.000848499949208,0.0727899112366382,35,30,13
0.0008941977529851,0.0,35,35,42
0.0004278916595519,0.8740768778240028,35,35,67
0.0009272274513516,0.2532757068142497,35,35,77
0.0005899580399056,0.1878115036378598,35,35,69
0.0005613904121152,0.0608067760820378,35,35,13
0.0002580095744154,0.9912745902589146,35,40,42
0.000722980631377,0.0629406414142969,35,40,67
0.0006280636362972,0.0432143949671505,35,40,77
0.0005521768894454,0.388464825459252,35,40,69
0.0004429315612168,0.0,35,40,13
0.0004191000932327,0.9575158717586808,35,45,42
0.0003125391696016,0.9304864999305248,35,45,67
0.0005827843896321,0.4590513273514178,35,45,77
0.0004013443386412,0.8717775234784779,35,45,69
0.0008065199080496,0.1610609296135265,35,45,13
0.0002301050968412,0.947224407022168,35,50,42
0.0003973019899895,0.9339850204685158,35,50,67
0.0003472645043357,0.6481557501024058,35,50,77
0.0003119648129555,0.9631172578509948,35,50,69
0.0004232097553212,0.6015671833819867,35,50,13
0.0004793716256908,0.7454444128467325,35,60,42
0.000418878503402,0.8145231726904782,35,60,67
0.0004509896789806,0.2575196557529663,35,60,77
0.0001461836909374,0.9862266578990604,35,60,69
0.0005783248046721,0.7083297477759747,35,60,13
0.0003940530378167,0.4380874430339314,35,70,42
0.0005620037461482,0.5763995867333762,35,70,67
0.0007792721948975,0.00376633126464,35,70,77
0.0003326370158449,0.6382600332905635,35,70,69
0.0002610131163713,0.6896071210619953,35,70,13
9.460749174194803e-05,0.9984834058831336,35,80,42
0.0002212047498296,0.9751687172487272,35,80,67
0.0002331301953614,0.7802035207222142,35,80,77
0.0001416287270191,0.948482209315155,35,80,69
0.0004080556816107,0.6509368248540752,35,80,13
0.0004793183629717,0.467481169091949,35,90,42
0.0004285995565156,0.6658473288998943,35,90,67
0.0005802574364509,0.3442596278886921,35,90,77
0.0003570930380654,0.8199417092089204,35,90,69
0.0003264749252979,0.7433233276447129,35,90,13
0.0002758598890084,0.9898215888773528,35,100,42
0.0001239039353146,0.9811009843602042,35,100,67
0.0003084881112,0.6705636864999223,35,100,77
0.000292557375215,0.7444884168134387,35,100,69
0.0002451464012734,0.8250089801392285,35,100,13
0.0001236648439824,0.9965214224215562,35,150,42
0.0002009881889937,0.8931684192090734,35,150,67
0.0002626104876868,0.8726783231223191,35,150,77
0.0001302843031401,0.985599529520403,35,150,69
0.0002448577758822,0.7953278721621274,35,150,13
7.868719442530217e-05,0.9992828706892256,35,200,42
0.0001862620291259,0.891395851049061,35,200,67
0.0001036611949228,0.9450500725291786,35,200,77
0.0001678921003993,0.9690762989611994,35,200,69
0.0002420019924758,0.9130812955904876,35,200,13
6.931352422814245e-05,0.9985639509163482,35,250,42
7.594844728386131e-05,0.998672245438768,35,250,67
0.0003742030216002,0.7271692622049593,35,250,77
6.032685720511106e-05,0.9942776484826602,35,250,69
9.634780587425844e-05,0.9930414569515476,35,250,13
6.605441753887068e-05,0.9897379075513631,35,300,42
3.325690361472744e-05,0.9997973345521968,35,300,67
9.054164907576107e-05,0.9763038204998764,35,300,77
5.892430239369295e-05,0.9985502910896616,35,300,69
5.186156890198728e-05,0.9988625844318398,35,300,13
5.497597153113895e-05,0.9995239798946464,35,350,42
0.0001000467940044,0.9992391727843968,35,350,67
6.470470324628641e-05,0.9829140801992124,35,350,77
4.190255824313077e-05,0.9992691466165678,35,350,69
0.0001216572444076,0.9762672132094712,35,350,13
5.555050423980824e-05,0.9987010153336712,35,400,42
3.277450015185346e-05,0.9997578757336985,35,400,67
5.398144929018647e-05,0.992907707511334,35,400,77
4.1177195652285737e-05,0.9999478396289828,35,400,69
5.495820065230728e-05,0.9972794036687364,35,400,13
4.313524728531782e-05,0.99960193116751,35,450,42
4.649453705857351e-05,0.9974290388006491,35,450,67
9.490607718483802e-05,0.9763222396325356,35,450,77
5.474544030440109e-05,0.9972566645757774,35,450,69
5.686710914804459e-05,0.9995196342108912,35,450,13
4.244237728459612e-05,0.999916677302239,35,500,42
3.235427615762834e-05,0.9998721505887525,35,500,67
6.610928460107022e-05,0.9944272267392626,35,500,77
6.74221939154928e-05,0.9948510003281894,35,500,69
5.885327829027272e-05,0.9997424766421588,35,500,13
1.339327787983778e-05,0.9999784717538768,35,1000,42
2.205823439320306e-05,0.9999690659555366,35,1000,67
2.515141685924513e-05,0.9998852424549496,35,1000,77
4.883860780902743e-05,0.9986726471462046,35,1000,69
2.943062950975997e-05,0.9999319678452424,35,1000,13
1.7493813721132414e-05,0.9999795802003348,35,1500,42
1.321696980802675e-05,0.9999974088561916,35,1500,67
1.5547101377138674e-05,0.9999877546849804,35,1500,77
1.3948776620254269e-05,0.9999926405414736,35,1500,69
1.954361651943884e-05,0.9999855718611784,35,1500,13
3.611876744597657e-06,0.9999997964630226,35,2000,42
1.9706153887789343e-05,0.9999463679830044,35,2000,67
1.907460848409744e-05,0.9999661063152234,35,2000,77
9.704640185088052e-06,0.9999998966820194,35,2000,69
1.442473841365225e-05,0.9999977476892048,35,2000,13
1.170734750581104e-05,0.9999968755651356,35,2500,42
1.1576862399923406e-05,0.999999510734428,35,2500,67
1.2041844650942358e-05,0.9999965799846452,35,2500,77
1.818645381317724e-05,0.9999907141960892,35,2500,69
2.023444516067046e-05,0.9999800474507748,35,2500,13
9.657307653245972e-06,0.9999988358384212,35,3000,42
8.773103645152643e-06,0.999999103527856,35,3000,67
6.879080442122025e-06,0.9999994995947598,35,3000,77
4.573460515765104e-06,0.9999999225455938,35,3000,69
1.5536935562532604e-05,0.9999967038570594,35,3000,13
2.669344211542691e-06,0.9999999916138208,35,3500,42
6.785773964630686e-06,0.9999996701732744,35,3500,67
7.071422223356006e-06,0.9999992447909992,35,3500,77
6.327823481917924e-06,0.9999991172362118,35,3500,69
5.875355470778408e-06,0.999999663213395,35,3500,13
4.8396530052518975e-06,0.9999998056741868,35,4000,42
2.490046805609056e-06,0.999999994461485,35,4000,67
1.6979679482028095e-05,0.9999788685668198,35,4000,77
4.9444637739167984e-06,0.9999998571112844,35,4000,69
5.927713523767259e-06,0.999999893904854,35,4000,13
4.175574878973363e-06,0.999999821619176,35,4500,42
6.479184790702211e-06,0.9999992543461412,35,4500,67
1.734825798392933e-06,0.999999974640296,35,4500,77
3.838506162061128e-06,0.9999999891413416,35,4500,69
6.410378319813348e-06,0.9999998673278756,35,4500,13
1.2063794896410445e-05,0.999994965768542,35,5000,42
3.2677536204508424e-06,0.9999999661534056,35,5000,67
2.85568113680776e-06,0.999999985380479,35,5000,77
7.5669408556240126e-06,0.9999975804960396,35,5000,69
6.4220638449463006e-06,0.9999993526955916,35,5000,13
4.023289778574007e-06,0.99999982196473,35,5500,42
7.20337189316473e-06,0.9999990955865218,35,5500,67
7.547220064064444e-06,0.999998965300307,35,5500,77
1.0848549126068452e-05,0.9999970393013442,35,5500,69
9.756523154582905e-06,0.9999988361022428,35,5500,13
4.648192653038395e-06,0.9999999327632816,35,6000,42
5.768470348685828e-06,0.9999996100399008,35,6000,67
5.378696336443799e-06,0.9999998231001576,35,6000,77
3.1999144010446667e-06,0.9999999786748296,35,6000,69
1.9491632185788345e-06,0.9999999993327278,35,6000,13
7.917606768970025e-06,0.9999991940206976,35,6500,42
3.542531723073451e-06,0.9999999076980832,35,6500,67
2.640239566735249e-06,0.999999946217958,35,6500,77
5.658128304918806e-06,0.9999992188566512,35,6500,69
1.947702600333798e-06,0.9999999735349804,35,6500,13
4.020791318942e-06,0.9999999171052062,35,7000,42
5.314000925839037e-06,0.999999915867304,35,7000,67
2.305228650814392e-06,0.9999999917381792,35,7000,77
4.46943494728565e-06,0.9999999417620928,35,7000,69
2.739212319534544e-06,0.9999999733079996,35,7000,13
1.041845350564205e-06,0.9999999995636566,35,7500,42
2.7598455404902943e-06,0.9999999461774468,35,7500,67
2.6327066545474395e-06,0.999999999409574,35,7500,77
3.0872053837705925e-06,0.9999999770982946,35,7500,69
6.713485584850608e-06,0.9999991865722544,35,7500,13
2.6933792368626696e-06,0.9999999927165588,35,8000,42
1.6639287938922e-06,0.9999999907710307,35,8000,67
3.0130349202421814e-06,0.9999999726390524,35,8000,77
2.0533885407649424e-06,0.9999999927340648,35,8000,69
1.9767319640562684e-06,0.9999999937860224,35,8000,13
1.918333763431578e-06,0.999999998617974,35,8500,42
2.2745169775621597e-06,0.9999999366824818,35,8500,67
2.652324090426705e-06,0.9999999789976072,35,8500,77
4.319068739352296e-06,0.99999984247493,35,8500,69
1.5440735367935565e-06,0.9999999995016152,35,8500,13
2.221688003930068e-06,0.9999999847847668,35,9000,42
2.450713980778901e-06,0.9999999556595286,35,9000,67
2.7059207852930075e-06,0.9999999839241852,35,9000,77
4.408892364261213e-06,0.9999999441724414,35,9000,69
1.6518887279374348e-06,0.999999997419436,35,9000,13
3.2453661819305728e-06,0.9999999548837502,35,9500,42
5.4738319710326015e-06,0.999999648312582,35,9500,67
2.2109934489014472e-06,0.9999999937913032,35,9500,77
2.447615976126279e-06,0.999999993365725,35,9500,69
1.6410711221945746e-06,0.9999999900738848,35,9500,13
2.6131591886064934e-06,0.9999999742986962,35,10000,42
3.029595805974464e-06,0.999999928776632,35,10000,67
1.534742955296672e-06,0.9999999990808184,35,10000,77
4.524854623626143e-06,0.9999997697639772,35,10000,69
1.476759023804362e-06,0.9999999976411688,35,10000,13
0.0051454259818302,0.0,40,5,42
0.0032542331160545,0.154995612098053,40,5,67
0.0025071335534864,0.0,40,5,77
0.0041522178928547,0.0,40,5,69
0.003193549880941,0.0,40,5,13
0.0023513636342475,0.0,40,10,42
0.0018478245752296,0.0,40,10,67
0.0015241100576312,0.0,40,10,77
0.0019588037593931,0.2883835658957113,40,10,69
0.0027280240830409,0.0,40,10,13
0.0016558240554744,0.2459177553125962,40,15,42
0.0022298553429763,0.0,40,15,67
0.0015320093506893,0.0,40,15,77
0.0016885650324301,0.0,40,15,69
0.0011984557443069,0.0,40,15,13
0.0008260910674988,0.045252609172147,40,20,42
0.0009062599313055,0.0912734977408237,40,20,67
0.0006028873974888,0.557256373479118,40,20,77
0.0016241250475377,0.0,40,20,69
0.0012976212603356,0.0066183094888856,40,20,13
0.0006851588086318,0.2520119148170814,40,25,42
0.0008352317317296,0.1976790492013829,40,25,67
0.000628915035644,0.382538050554886,40,25,77
0.0006356901898371,0.2685569946533869,40,25,69
0.0010086731848594,0.0071772448730094,40,25,13
0.0005020567956756,0.806708228806151,40,30,42
0.0002048132199982,0.9733164845925836,40,30,67
0.0006864348905632,0.1916672029221672,40,30,77
0.0007837225384875,0.0,40,30,69
0.0006797559438687,0.3850360983387839,40,30,13
0.0003450237496929,0.5377303954558681,40,35,42
0.0005252658054672,0.5051647372754822,40,35,67
0.0005462281356953,0.3064180653154349,40,35,77
0.0005055736935168,0.0,40,35,69
0.0006364207265183,0.4649438820475688,40,35,13
0.0002449766668865,0.9453072765660284,40,40,42
0.0010522062293107,0.0297497689969822,40,40,67
0.0005322808299278,0.3962546173405346,40,40,77
0.0003609716298432,0.8492635749202665,40,40,69
0.0003282090181311,0.3821488101169619,40,40,13
0.0006769113822842,0.5737301826189805,40,45,42
0.0003740739504873,0.8115225377424043,40,45,67
0.0006948519460276,0.003330607718058,40,45,77
0.0005540589983682,0.3549139167159301,40,45,69
0.0005655610869954,0.9432725199424092,40,45,13
0.0001512350550945,0.9949370807391508,40,50,42
0.0003229021664196,0.8810725389816264,40,50,67
0.0004067924859159,0.3466088000226941,40,50,77
0.0006504260123876,0.042135166045442,40,50,69
0.0006112239203191,0.0,40,50,13
0.0002728867692091,0.9495564359675828,40,60,42
0.0004689348396709,0.5531529514536961,40,60,67
0.0003659372303271,0.4285592545097922,40,60,77
0.0003982487827952,0.6067963462958211,40,60,69
0.0004629877313113,0.5631497221517974,40,60,13
0.0001525284515687,0.9653421884193852,40,70,42
0.0001244282941513,0.992673495161454,40,70,67
0.0003867240298517,0.1980954967215997,40,70,77
0.0003952818419387,0.3805226602938391,40,70,69
0.0002531610438534,0.6160989641843562,40,70,13
0.0001989663297161,0.853449384398725,40,80,42
0.0002093755763737,0.940317878975401,40,80,67
0.000436579758241,0.3161010999233515,40,80,77
0.0001758819051179,0.704904214974885,40,80,69
0.0002981430888256,0.1212330622914888,40,80,13
0.0001511077580124,0.9216694695230532,40,90,42
0.0001652145141115,0.9210076861788756,40,90,67
0.0005008384351724,0.3382424853466704,40,90,77
0.0001385591503327,0.9717716829211944,40,90,69
0.0001562363469669,0.8883650674940555,40,90,13
0.0002535753631042,0.9288429124107586,40,100,42
0.0001334016681166,0.9536397200660136,40,100,67
0.000320866192833,0.2862243242949318,40,100,77
0.0002562122626923,0.8864650317101135,40,100,69
0.0002061854753736,0.8046316452911818,40,100,13
0.0002572794508121,0.7447264676742297,40,150,42
0.0002211200460331,0.8231951023861859,40,150,67
0.0003003396427007,0.7284028349879291,40,150,77
0.0001360052682009,0.9823436263958746,40,150,69
0.0001293712645539,0.9806816016024548,40,150,13
8.045321072738835e-05,0.9978051059867982,40,200,42
0.0002195397533451,0.9548852808404662,40,200,67
9.30085117122125e-05,0.976589630069357,40,200,77
0.0001039727354359,0.974498033813748,40,200,69
7.744230960338132e-05,0.9949193842120608,40,200,13
0.0001056050522081,0.995394302266379,40,250,42
6.961082059935784e-05,0.9982280444555252,40,250,67
0.0001365186980829,0.9336142493744056,40,250,77
0.0001178038757274,0.9881989125522316,40,250,69
0.0001783385768962,0.915894542343008,40,250,13
6.370128037833321e-05,0.999907082362688,40,300,42
6.380318906412689e-05,0.9963146577385468,40,300,67
6.855937826185541e-05,0.9968542413389712,40,300,77
2.69240844924984e-05,0.9999744847551744,40,300,69
8.616017574291149e-05,0.996418658449468,40,300,13
9.53851369351366e-05,0.997471487480738,40,350,42
3.9396292885657066e-05,0.9993917432377456,40,350,67
5.589932984655043e-05,0.9869381437041658,40,350,77
8.001965385906344e-05,0.9960284851354768,40,350,69
8.222168709550176e-05,0.9931956106801054,40,350,13
5.181930031261056e-05,0.9993015435205465,40,400,42
3.890545655785365e-05,0.9998652417584654,40,400,67
2.5287002955391744e-05,0.9985877486876896,40,400,77
3.5670993489806985e-05,0.9997776537448678,40,400,69
5.206093720545238e-05,0.999167672943094,40,400,13
4.473286660192697e-05,0.9984233430248868,40,450,42
4.360680854865514e-05,0.999492904822518,40,450,67
7.145545172687281e-05,0.9888931651923306,40,450,77
3.9014705820126666e-05,0.9993937014975948,40,450,69
2.557972875098616e-05,0.9992476680984912,40,450,13
3.82598656316264e-05,0.9998555611574574,40,500,42
2.5680128968692528e-05,0.9999276093903422,40,500,67
4.694759700063308e-05,0.9974171567957212,40,500,77
1.8240864910707133e-05,0.9999492413101682,40,500,69
8.75279129927847e-05,0.9987214786407635,40,500,13
2.196203174245696e-05,0.9999146906734432,40,1000,42
1.554161451472298e-05,0.999981128251388,40,1000,67
8.020755029337328e-06,0.999992662065801,40,1000,77
2.1655426928222547e-05,0.999998087033668,40,1000,69
2.5120061669708565e-05,0.9998701759984256,40,1000,13
1.3788095455875664e-05,0.999997116413067,40,1500,42
2.4724200582686527e-05,0.9998079111239402,40,1500,67
1.2042915434509512e-05,0.9999876353705648,40,1500,77
6.1438546725076206e-06,0.999999884893406,40,1500,69
1.9724406736050557e-05,0.9999936727272348,40,1500,13
8.084400696934164e-06,0.9999974461255388,40,2000,42
5.870651471985563e-06,0.999999918046169,40,2000,67
1.1651652930892862e-05,0.9999993627170052,40,2000,77
1.2532529327541962e-05,0.999995388147156,40,2000,69
2.2043786152192304e-05,0.9999796880819416,40,2000,13
1.2672057713272456e-05,0.9999986525316042,40,2500,42
1.0141372689624162e-05,0.9999972384995582,40,2500,67
1.804258286859909e-05,0.9999615959674948,40,2500,77
1.0244067711782128e-05,0.99999942934245,40,2500,69
1.0698732134395767e-05,0.999999122241618,40,2500,13
5.746454863410061e-06,0.9999997508805633,40,3000,42
6.266083084896337e-06,0.9999997156858568,40,3000,67
7.093447282590142e-06,0.9999999801461826,40,3000,77
1.2214733085388697e-06,0.9999999999808576,40,3000,69
8.363702064935971e-06,0.9999999153380266,40,3000,13
2.2539780976835768e-06,0.999999999073726,40,3500,42
6.61263638981948e-06,0.9999996928720136,40,3500,67
7.271852409197317e-06,0.9999998963397504,40,3500,77
4.016787670456678e-06,0.9999999664854256,40,3500,69
1.966022948887337e-05,0.9999753841964306,40,3500,13
5.186363614470577e-06,0.9999997673588304,40,4000,42
7.690600103137307e-06,0.999999566692446,40,4000,67
1.0120983810312e-05,0.9999973958865084,40,4000,77
7.493143224806401e-06,0.9999999871261648,40,4000,69
5.67583740444669e-06,0.9999998696791323,40,4000,13
5.153603459986048e-06,0.9999992135830756,40,4500,42
3.933298033717453e-06,0.999999983593703,40,4500,67
2.807977390244266e-06,0.9999999913701212,40,4500,77
4.772358410589992e-06,0.999999991304061,40,4500,69
1.4955891738631811e-06,0.9999999994214268,40,4500,13
6.8856496693012535e-06,0.9999997955250876,40,5000,42
5.187518155272592e-06,0.9999999092594274,40,5000,67
3.155201565094944e-06,0.9999999902739286,40,5000,77
3.691563451298879e-06,0.9999999801162208,40,5000,69
7.184515469521049e-06,0.9999990495439448,40,5000,13
3.469775385885972e-06,0.9999999926425645,40,5500,42
2.6476284243683023e-06,0.9999999906596938,40,5500,67
5.628603169812712e-06,0.9999998835796996,40,5500,77
1.587517192444502e-06,0.9999999992432296,40,5500,69
8.00399337589591e-06,0.9999994215338976,40,5500,13
1.740153845253021e-06,0.9999999998189368,40,6000,42
4.226524590837084e-06,0.999999960374908,40,6000,67
